Pokemon,Method,Location,Location Index,Time,Before Gym,Notes,AyTales Testing,Common,Uncommon,Rare,Woke AF,First Encounter,Permanent Encounter,Unique Encounter,Type 1,Type 2,Evo Types,First Stage,Evolutions,Final Evolution
Type Null,Event,7th Street,00064 7th Street,Any,011 - Luna,"Bring woman a Carvanha, Unfezant, and Luxray",x,,,,Yes,Y,N,Y,Normal,,Fire Water Grass Electric Ice Fighting Poison Ground Flying Psychic Bug Rock Ghost Dark Dragon Steel Fairy,Y,1,
Piplup,Event,7th Street,00064 7th Street,Any,011 - Luna,"Give ""Rare Candy"". Found behind mining rock on the path to Subseven Sanctum, need blast powder. Unique OT",x,,,,,N,Y,Y,Water,,Water Steel,Y,2,
Litwick,Event,Subseven Sanctum,00065 Subseven Sanctum,Any,011 - Luna,Interact with sacrifical table with a Soul Candle,x,,,,,N,Y,Y,Ghost,Fire,,Y,1,
Sableye,Cave,Iolia Valley,00069 Iolia Valley,Any,011 - Luna,Right side of the river in a small cave after changing Crystal Cavern field to Dark Crystal Cavern,x,Wide Lens,,,,Y,N,Y,Dark,Ghost,,Y,-,Y
Alolan Graveler,Cave,Iolia Valley,00069 Iolia Valley,Any,011 - Luna,,,,,,,N,N,N,Rock,Electric,,,1,
Bronzong,Cave,Iolia Valley,00069 Iolia Valley,Any,011 - Luna,,x,Metal Coat,,,Yes,Y,N,Y,Steel,Psychic,,,0,Y
Bronzor,Cave,Iolia Valley,00069 Iolia Valley,Any,011 - Luna,,x,Metal Coat,,,Yes,N,Y,Y,Steel,Psychic,,Y,1,
Carbink,Cave,Iolia Valley,00069 Iolia Valley,Any,011 - Luna,,X,,,,Yes,N,N,Y,Rock,Fairy,,Y,-,Y
Swoobat,Cave,Iolia Valley,00069 Iolia Valley,Any,011 - Luna,,x,,,,,Y,N,Y,Psychic,Flying,,,0,Y
Woobat,Cave,Iolia Valley,00069 Iolia Valley,Any,011 - Luna,,,,,,,N,N,N,Psychic,Flying,,Y,1,
Alomomola,Good Rod,Iolia Valley,00069 Iolia Valley,Any,011 - Luna,,x,,,,,Y,N,Y,Water,,,Y,-,Y
Lumineon,Good Rod,Iolia Valley,00069 Iolia Valley,Any,011 - Luna,,x,,,,,Y,N,Y,Water,,,,0,Y
Seaking,Good Rod,Iolia Valley,00069 Iolia Valley,Any,011 - Luna,,,Mystic Water,,,,N,N,N,Water,,,,0,Y
Ducklett,Land,Iolia Valley,00069 Iolia Valley,Any,011 - Luna,,,,,,,N,N,N,Water,Flying,,Y,1,
Seel,Land,Iolia Valley,00069 Iolia Valley,Any,011 - Luna,,x,,,,,N,Y,Y,Water,,Water Ice,Y,1,
Swanna,Land,Iolia Valley,00069 Iolia Valley,Any,011 - Luna,,,,,,,N,N,N,Water,Flying,,,0,Y
Tranquill,Land,Iolia Valley,00069 Iolia Valley,Any,011 - Luna,,o,,,,,N,Y,Y,Normal,Flying,,,1,
Wynaut,Land,Iolia Valley,00069 Iolia Valley,Any,011 - Luna,,x,,,,,Y,N,Y,Psychic,,,Y,1,
Hoppip,Land,Iolia Valley,00069 Iolia Valley,Day,011 - Luna,,O,,,,,N,Y,Y,Grass,Flying,,Y,2,
Pidove,Land,Iolia Valley,00069 Iolia Valley,Day,011 - Luna,,O,,,,,N,Y,Y,Normal,Flying,,Y,2,
Wurmple,Land,Iolia Valley,00069 Iolia Valley,Day,011 - Luna,,O,Pecha Berry,Bright Powder,,,N,Y,Y,Bug,,Bug Flying Bug Poison,Y,2,
Beautifly,Land,Iolia Valley,00069 Iolia Valley,Morning,011 - Luna,,x,Shed Shell,,,,Y,N,Y,Bug,Flying,,,0,Y
Ledian,Land,Iolia Valley,00069 Iolia Valley,Morning,011 - Luna,,,,,,,N,N,N,Bug,Flying,,,0,Y
Silcoon,Land,Iolia Valley,00069 Iolia Valley,Morning,011 - Luna,,x,,,,,Y,N,Y,Bug,,,,1,
Petilil,Land,Iolia Valley,00069 Iolia Valley,"Morning, Day",011 - Luna,,O,Absorb Bulb,,,,N,Y,Y,Grass,,,Y,1,
Skiploom,Land,Iolia Valley,00069 Iolia Valley,"Morning, Day",011 - Luna,,x,,,,,Y,N,Y,Grass,Flying,,,1,
Ariados,Land,Iolia Valley,00069 Iolia Valley,Night,011 - Luna,,,,,,,N,N,N,Bug,Poison,,,0,Y
Cascoon,Land,Iolia Valley,00069 Iolia Valley,Night,011 - Luna,,x,,,,,Y,N,Y,Bug,,,,1,
Dustox,Land,Iolia Valley,00069 Iolia Valley,Night,011 - Luna,,x,Shed Shell,,,,Y,N,Y,Bug,Poison,,,0,Y
Hoothoot,Land,Iolia Valley,00069 Iolia Valley,Night,011 - Luna,,o,,,,,N,N,N,Normal,Flying,,Y,1,
Noctowl,Land,Iolia Valley,00069 Iolia Valley,Night,011 - Luna,,o,,,,,N,Y,Y,Normal,Flying,,,0,Y
Finneon,Old Rod,Iolia Valley,00069 Iolia Valley,Any,011 - Luna,,,,,,,N,N,N,Water,,,Y,1,
Goldeen,Old Rod,Iolia Valley,00069 Iolia Valley,Any,011 - Luna,,,Mystic Water,,,,N,N,N,Water,,,Y,1,
Probopass,Evolution,Yureyu Power Plant,00027 Yureyu Power Plant,Any,012 - Samson,"Need Yureyu Key, evolve in Back Room",N,,,,,Y,N,Y,Rock,Steel,,,0,Y
Clauncher,Good Rod,Citrine Mountain,00028 Citrine Mountain,Any,012 - Samson,"1F, 2F, 3F",,,,,,N,N,N,Water,,,Y,1,
Remoraid,Good Rod,Citrine Mountain,00028 Citrine Mountain,Any,012 - Samson,"1F, 2F, 3F",,,,,,N,N,N,Water,,,Y,1,
Basculin,Old Rod,Citrine Mountain,00028 Citrine Mountain,Any,012 - Samson,"1F, 2F, 3F",,Deep Sea Tooth,,,,N,N,N,Water,,,Y,-,Y
Remoraid,Old Rod,Citrine Mountain,00028 Citrine Mountain,Any,012 - Samson,"1F, 2F, 3F",,,,,,N,N,N,Water,,,Y,1,
Rhyperior,Evolution,Route 1,00061 Route 1,Any,012 - Samson,"See Link Stone entries - Protector found right above Labirynth, else Dept 11F",,,,,,Y,N,Y,Ground,Rock,,,0,Y
Chespin,Event,7th Street,00064 7th Street,Any,012 - Samson,"Give woman Oddishweed for her husband. Found using floral charm in Adventurine Woods, walk into flower.",x,,,,,N,Y,Y,Grass,,Grass Fighting,Y,2,
Clefairy,Event,Agate Circus,00070 Agate Circus,Any,012 - Samson,Beat High Striker minigame,x,,,,,Y,N,Y,Fairy,,,,1,
Vulpix,Event,Agate Circus,00070 Agate Circus,Any,012 - Samson,"Checkpoint, Trade Stunfisk Unique OT",x,,,,,N,Y,Y,Fire,,,Y,1,
Timburr,Event,Agate Circus,00070 Agate Circus,Any,012 - Samson,Timburr Tile Puzzle,x,,,,,Y,N,Y,Fighting,,,Y,2,
Crustle,Event,Route 2,00071 Route 2,Any,012 - Samson,,o,,,,,N,N,Y,Bug,Rock,,,0,Y
Link Stone,Evolution,Route 2,00071 Route 2,Any,012 - Samson,Else Dept 9F,,,,,,Y,N,Y,,,,,,
Boldore,Land,Route 2,00071 Route 2,Any,012 - Samson,,o,Ever Stone,Hard Stone,,,Y,N,Y,Rock,,,,1,
Meditite,Land,Route 2,00071 Route 2,Any,012 - Samson,,,,,,,N,N,N,Fighting,Psychic,,Y,1,
Rhyhorn,Land,Route 2,00071 Route 2,Any,012 - Samson,,x,,,,,Y,N,Y,Ground,Rock,,Y,2,
Rockruff,Land,Route 2,00071 Route 2,Any,012 - Samson,,x,,,,,N,Y,Y,Rock,,,Y,1,
Absol,Land,Route 2,00071 Route 2,"Day, Night",012 - Samson,,x,,,,,Y,N,Y,Dark,,,Y,-,Y
Donphan,Land,Route 2,00071 Route 2,"Day, Night",012 - Samson,,,,,,,N,N,N,Ground,,,,0,Y
Mienfoo,Land,Route 2,00071 Route 2,"Day, Night",012 - Samson,,x,,,,,Y,N,Y,Fighting,,,Y,1,
Rhydon,Land,Route 2,00071 Route 2,"Day, Night",012 - Samson,,x,,,,,Y,N,Y,Ground,Rock,,,1,
Hawlucha,Land,Route 2,00071 Route 2,Morning,012 - Samson,,x,Kings Rock,,,,Y,N,Y,Fighting,Flying,,Y,-,Y
Trapinch,Land,Route 2,00071 Route 2,Morning,012 - Samson,,x,Soft Sand,,,,N,Y,Y,Ground,,Ground Dragon,Y,2,
Machoke,Land,Route 2,00071 Route 2,"Morning, Day",012 - Samson,,x,Focus Band,,,,Y,N,Y,Fighting,,,,1,
Rufflet,Land,Route 2,00071 Route 2,"Morning, Day",012 - Samson,,o,,,,,Y,N,Y,Normal,Flying,,Y,1,
Ursaring,Land,Route 2,00071 Route 2,"Morning, Day",012 - Samson,,o,,,,,Y,N,Y,Normal,,,,0,Y
Noctowl,Land,Route 2,00071 Route 2,Night,012 - Samson,,,,,,,N,N,N,Normal,Flying,,,0,Y
Vullaby,Land,Route 2,00071 Route 2,Night,012 - Samson,,x,,,,,Y,N,Y,Dark,Flying,,Y,1,
Lumineon,Good Rod,Celestinine Cascade,00072 Celestinine Cascade,Any,012 - Samson,,,,,,,N,N,N,Water,,,,0,Y
Remoraid,Good Rod,Celestinine Cascade,00072 Celestinine Cascade,Any,012 - Samson,,,,,,,N,N,N,Water,,,Y,1,
Wishiwashi,Good Rod,Celestinine Cascade,00072 Celestinine Cascade,Any,012 - Samson,,,,,,,N,N,N,Water,,,Y,-,Y
Boldore,Land,Celestinine Cascade,00072 Celestinine Cascade,Any,012 - Samson,,,Ever Stone,Hard Stone,,,N,N,N,Rock,,,,1,
Machoke,Land,Celestinine Cascade,00072 Celestinine Cascade,Any,012 - Samson,,,Focus Ban,,,,N,N,N,Fighting,,,,1,
Meditite,Land,Celestinine Cascade,00072 Celestinine Cascade,Any,012 - Samson,,,,,,,N,N,N,Fighting,Psychic,,Y,1,
Rhyhorn,Land,Celestinine Cascade,00072 Celestinine Cascade,Any,012 - Samson,,,,,,,N,N,N,Ground,Rock,,Y,2,
Rockruff,Land,Celestinine Cascade,00072 Celestinine Cascade,Any,012 - Samson,,,,,,,N,N,N,Rock,,,Y,1,
Absol,Land,Celestinine Cascade,00072 Celestinine Cascade,"Day, Night",012 - Samson,,,,,,,N,N,N,Dark,,,Y,-,Y
Donphan,Land,Celestinine Cascade,00072 Celestinine Cascade,"Day, Night",012 - Samson,,,,,,,N,N,N,Ground,,,,0,Y
Mienfoo,Land,Celestinine Cascade,00072 Celestinine Cascade,"Day, Night",012 - Samson,,,,,,,N,N,N,Fighting,,,Y,1,
Rhydon,Land,Celestinine Cascade,00072 Celestinine Cascade,"Day, Night",012 - Samson,,,,,,,N,N,N,Ground,Rock,,,1,
Hawlucha,Land,Celestinine Cascade,00072 Celestinine Cascade,Morning,012 - Samson,,,Kings Rock,,,,N,N,N,Fighting,Flying,,Y,-,Y
Rufflet,Land,Celestinine Cascade,00072 Celestinine Cascade,"Morning, Day",012 - Samson,,,,,,,N,N,N,Normal,Flying,,Y,1,
Ursaring,Land,Celestinine Cascade,00072 Celestinine Cascade,"Morning, Day",012 - Samson,,,,,,,N,N,N,Normal,,,,0,Y
Noctowl,Land,Celestinine Cascade,00072 Celestinine Cascade,Night,012 - Samson,,,,,,,N,N,N,Normal,Flying,,,0,Y
Finneon,Old Rod,Celestinine Cascade,00072 Celestinine Cascade,Any,012 - Samson,,,,,,,N,N,N,Water,,,Y,1,
Wishiwashi,Old Rod,Celestinine Cascade,00072 Celestinine Cascade,Any,012 - Samson,,,,,,,N,N,N,Water,,,Y,-,Y
Alolan Sandshrew,Cave,Ametrine Mountain,00073 Ametrine Mountain,Any,012 - Samson,"2F, 3F, 4F, 5F, 1F, B1F, B2F, B3F, B4F, 6F, 7F, 8F",,,,,,N,N,N,Ice,Steel,,Y,1,
Alolan Sandslash,Cave,Ametrine Mountain,00073 Ametrine Mountain,Any,012 - Samson,"2F, 3F, 4F, 5F, 1F, B1F, B2F, B3F, B4F, 6F, 7F, 8F",,,,,,N,N,N,Ice,Steel,,,0,Y
Beartic,Cave,Ametrine Mountain,00073 Ametrine Mountain,Any,012 - Samson,"2F, 3F, 4F, 5F, 1F, B1F, B2F, B3F, B4F, 6F, 7F, 8F",,,,,,N,N,N,Ice,,,,0,Y
Bergmite,Cave,Ametrine Mountain,00073 Ametrine Mountain,Any,012 - Samson,"2F, 3F, 4F, 5F, 1F, B1F, B2F, B3F, B4F, 6F, 7F, 8F",X,,,,,N,N,N,Ice,,,Y,1,
Cryogonal,Cave,Ametrine Mountain,00073 Ametrine Mountain,Any,012 - Samson,"2F, 3F, 4F, 5F, 1F, B1F, B2F, B3F, B4F, 6F, 7F, 8F",X,Never Melt Ice,,,Yes,N,N,Y,Ice,,,Y,-,Y
Cubchoo,Cave,Ametrine Mountain,00073 Ametrine Mountain,Any,012 - Samson,"2F, 3F, 4F, 5F, 1F, B1F, B2F, B3F, B4F, 6F, 7F, 8F",,,,,,N,N,N,Ice,,,Y,1,
Delibird,Cave,Ametrine Mountain,00073 Ametrine Mountain,Any,012 - Samson,"2F, 3F, 4F, 5F, 1F, B1F, B2F, B3F, B4F, 6F, 7F, 8F",,,,,,N,N,N,Ice,Flying,,Y,-,Y
Sealeo,Cave,Ametrine Mountain,00073 Ametrine Mountain,Any,012 - Samson,"2F, 3F, 4F, 5F, 1F, B1F, B2F, B3F, B4F, 6F, 7F, 8F",X,,,,,Y,N,Y,Ice,Water,,,1,
Snorunt,Cave,Ametrine Mountain,00073 Ametrine Mountain,Any,012 - Samson,"2F, 3F, 4F, 5F, 1F, B1F, B2F, B3F, B4F, 6F, 7F, 8F",X,Snow Ball,,,,Y,N,Y,Ice,,Ice Ghost,Y,1,
Spheal,Cave,Ametrine Mountain,00073 Ametrine Mountain,Any,012 - Samson,"2F, 3F, 4F, 5F, 1F, B1F, B2F, B3F, B4F, 6F, 7F, 8F",o,,,,,N,Y,Y,Ice,Water,,Y,2,
Kingdra,Evolution,Ametrine Mountain,00073 Ametrine Mountain,Any,012 - Samson,"See Link Stone entries - Dragon Scale held by wild Horsea, else Dept 11F",,,,,,Y,N,Y,Water,Dragon,,,0,Y
Horsea,Good Rod,Ametrine Mountain,00073 Ametrine Mountain,Any,012 - Samson,"2F, 3F, 4F, 5F, 1F, B1F, B2F, B3F, B4F",x,Dragon Scale,,,,Y,N,Y,Water,,Water Dragon,Y,2,
Qwilfish,Good Rod,Ametrine Mountain,00073 Ametrine Mountain,Any,012 - Samson,"2F, 3F, 4F, 5F, 1F, B1F, B2F, B3F, B4F",,Poison Barb,,,,N,N,N,Water,Poison,,Y,-,Y
Remoraid,Good Rod,Ametrine Mountain,00073 Ametrine Mountain,Any,012 - Samson,"2F, 3F, 4F, 5F, 1F, B1F, B2F, B3F, B4F",,,,,,N,N,N,Water,,,Y,1,
Finneon,Old Rod,Ametrine Mountain,00073 Ametrine Mountain,Any,012 - Samson,"2F, 3F, 4F, 5F, 1F, B1F, B2F, B3F, B4F",,,,,,N,N,N,Water,,,Y,1,
Wishiwashi,Old Rod,Ametrine Mountain,00073 Ametrine Mountain,Any,012 - Samson,"2F, 3F, 4F, 5F, 1F, B1F, B2F, B3F, B4F",,,,,,N,N,N,Water,,,Y,-,Y
Piloswine,Cave,Citrine Mountain,00028 Citrine Mountain,Any,013 - Charlotte,"1F, 3F",,,,,,N,N,N,Ice,Ground,,,1,
Swoobat,Cave,Citrine Mountain,00028 Citrine Mountain,Any,013 - Charlotte,"1F, 3F",,,,,,N,N,N,Psychic,Flying,,,0,Y
Octillery,Good Rod,Citrine Mountain,00028 Citrine Mountain,Any,013 - Charlotte,"1F, 2F, 3F",x,,,,,Y,N,Y,Water,,,,0,Y
Dewgong,Water,Celestinine Mountain,00068 Celestinine Mountain,Any,013 - Charlotte,"1F, 2F, 3F, B1F, B2F, 4F",x,,,,,Y,N,Y,Water,Ice,,,0,Y
Golduck,Water,Celestinine Mountain,00068 Celestinine Mountain,Any,013 - Charlotte,"1F, 2F, 3F, B1F, B2F, 4F",x,,,,,Y,N,Y,Water,,,,0,Y
Lumineon,Water,Celestinine Mountain,00068 Celestinine Mountain,Any,013 - Charlotte,"1F, 2F, 3F, B1F, B2F, 4F",,,,,,N,N,N,Water,,,,0,Y
Wailmer,Water,Celestinine Mountain,00068 Celestinine Mountain,Any,013 - Charlotte,"1F, 2F, 3F, B1F, B2F, 4F",x,,,,,Y,N,Y,Water,,,Y,1,
Wishiwashi,Water,Celestinine Mountain,00068 Celestinine Mountain,Any,013 - Charlotte,"1F, 2F, 3F, B1F, B2F, 4F",o,,,,,N,N,N,Water,,,Y,-,Y
Turtwig,Event,Agate Circus,00070 Agate Circus,Any,013 - Charlotte,"Turtwig Tile Puzzle, Costs 3 Green Shards Unique OT",x,,,,,N,Y,Y,Grass,,Grass Ground,Y,2,
Salandit,Event,Route 2,00071 Route 2,Any,013 - Charlotte,"Pokesnax, Collect a rage powder. Go north in Route 2 into Ametrine/Celstine mntn. Surf to Celestinine Cascde. Use rage powder on Crustle in front of cave entrance. If you're coming back here later, you can just use rock climb.",x,,,,,Y,N,Y,Poison,Fire,,,1,
Dusknoir,Evolution,Celestinine Cascade,00072 Celestinine Cascade,Any,013 - Charlotte,"See Link Stone entries - Reaper Cloth after jumping puzzle, else Dept 11F",,,,,,Y,N,Y,Ghost,,,,0,Y
Lumineon,Water,Celestinine Cascade,00072 Celestinine Cascade,Any,013 - Charlotte,,,,,,,N,N,N,Water,,,,0,Y
Wailmer,Water,Celestinine Cascade,00072 Celestinine Cascade,Any,013 - Charlotte,,,,,,,N,N,N,Water,,,Y,1,
Wishiwashi,Water,Celestinine Cascade,00072 Celestinine Cascade,Any,013 - Charlotte,,,,,,,N,N,N,Water,,,Y,-,Y
Dewgong,Water,Ametrine Mountain,00073 Ametrine Mountain,Any,013 - Charlotte,"2F, 3F, 4F, 5F, 1F, B1F, B2F, B3F, B4F",,,,,,N,N,N,Water,Ice,,,0,Y
Lumineon,Water,Ametrine Mountain,00073 Ametrine Mountain,Any,013 - Charlotte,"2F, 3F, 4F, 5F, 1F, B1F, B2F, B3F, B4F",,,,,,N,N,N,Water,,,,0,Y
Seel,Water,Ametrine Mountain,00073 Ametrine Mountain,Any,013 - Charlotte,"2F, 3F, 4F, 5F, 1F, B1F, B2F, B3F, B4F",,,,,,N,N,N,Water,,Water Ice,Y,1,
Wailmer,Water,Ametrine Mountain,00073 Ametrine Mountain,Any,013 - Charlotte,"2F, 3F, 4F, 5F, 1F, B1F, B2F, B3F, B4F",,,,,,N,N,N,Water,,,Y,1,
Wishiwashi,Water,Ametrine Mountain,00073 Ametrine Mountain,Any,013 - Charlotte,"2F, 3F, 4F, 5F, 1F, B1F, B2F, B3F, B4F",,,,,,N,N,N,Water,,,Y,-,Y
Druddigon,Cave,Route 3,00075 Route 3,Any,013 - Charlotte,,x,Dragon Fang,,,,Y,N,Y,Dragon,,,Y,-,Y
Graveler,Cave,Route 3,00075 Route 3,Any,013 - Charlotte,,,Everstone,,,,N,N,N,Rock,Ground,,,1,
Kangaskhan,Cave,Route 3,00075 Route 3,Any,013 - Charlotte,,,,,,,N,N,N,Normal,,,Y,-,Y
Magnemite,Cave,Route 3,00075 Route 3,Any,013 - Charlotte,,x,Metal Coat,,,Yes,Y,N,Y,Electric,Steel,,Y,2,
Magneton,Cave,Route 3,00075 Route 3,Any,013 - Charlotte,,x,Metal Coat,,,Yes,Y,N,Y,Electric,Steel,,,1,
Piloswine,Cave,Route 3,00075 Route 3,Any,013 - Charlotte,,,,,,,N,N,N,Ice,Ground,,,1,
Rhydon,Cave,Route 3,00075 Route 3,Any,013 - Charlotte,,,,,,,N,N,N,Ground,Rock,,,1,
Shiinotic,Cave,Route 3,00075 Route 3,Any,013 - Charlotte,,,Tiny Mushroom,Big Mushroom,,,N,N,N,Grass,Fairy,,,0,Y
Steelix,Evolution,Route 3,00075 Route 3,Any,013 - Charlotte,"See Link Stone entries - Metal Coat in LCCC, else Dept 11F, second available",,,,,,N,N,Y,Steel,Ground,,,0,Y
Bronzong,Land,Route 3,00075 Route 3,Any,013 - Charlotte,,,Metal Coat,,,Yes,N,N,N,Steel,Psychic,,,0,Y
Bronzor,Land,Route 3,00075 Route 3,Any,013 - Charlotte,,,Metal Coat,,,Yes,N,N,N,Steel,Psychic,,Y,1,
Gligar,Land,Route 3,00075 Route 3,Any,013 - Charlotte,,x,,,,,Y,N,Y,Ground,Flying,,Y,1,
Graveler,Land,Route 3,00075 Route 3,Any,013 - Charlotte,,,Everstone,,,,N,N,N,Rock,Ground,,,1,
Ursaring,Land,Route 3,00075 Route 3,Any,013 - Charlotte,,,,,,,N,N,N,Normal,,,,0,Y
Absol,Land,Route 3,00075 Route 3,"Day, Night",013 - Charlotte,,,,,,,N,N,N,Dark,,,Y,-,Y
Golett,Land,Route 3,00075 Route 3,"Day, Night",013 - Charlotte,,,Light Clay,,,Yes,N,N,N,Ground,Ghost,,Y,1,
Golurk,Land,Route 3,00075 Route 3,"Day, Night",013 - Charlotte,,o,Light Clay,,,Yes,Y,N,Y,Ground,Ghost,,,0,Y
Staraptor,Land,Route 3,00075 Route 3,Morning,013 - Charlotte,,x,,,,,Y,N,Y,Normal,Flying,,,0,Y
Mienfoo,Land,Route 3,00075 Route 3,"Morning, Day",013 - Charlotte,,,,,,,N,N,N,Fighting,,,Y,1,
Staravia,Land,Route 3,00075 Route 3,"Morning, Day",013 - Charlotte,,x,,,,,Y,N,Y,Normal,Flying,,,1,
Starly,Land,Route 3,00075 Route 3,"Morning, Day",013 - Charlotte,,x,,,,,N,Y,Y,Normal,Flying,,Y,2,
Noctowl,Land,Route 3,00075 Route 3,Night,013 - Charlotte,,,,,,,N,N,N,Normal,Flying,,,0,Y
Basculin,Good Rod,Route 4,00078 Route 4,Any,013 - Charlotte,,,Deep Sea Tooth,,,,N,N,N,Water,,,Y,-,Y
Lumineon,Good Rod,Route 4,00078 Route 4,Any,013 - Charlotte,,,,,,,N,N,N,Water,,,,0,Y
Wishiwashi,Good Rod,Route 4,00078 Route 4,Any,013 - Charlotte,,,,,,,N,N,N,Water,,,Y,-,Y
Abomasnow,Land,Route 4,00078 Route 4,Any,013 - Charlotte,,o,Never Melt Ice,,,,Y,N,Y,Grass,Ice,,,0,Y
Audino,Land,Route 4,00078 Route 4,Any,013 - Charlotte,,,Oran Berry,Sitrus Berry,,,N,N,N,Normal,,Normal Fairy,Y,-,Y
Bronzong,Land,Route 4,00078 Route 4,Any,013 - Charlotte,,,Metal Coat,,,Yes,N,N,N,Steel,Psychic,,,0,Y
Piloswine,Land,Route 4,00078 Route 4,Any,013 - Charlotte,,,,,,,N,N,N,Ice,Ground,,,1,
Snover,Land,Route 4,00078 Route 4,Any,013 - Charlotte,,,Never Melt Ice,,,,N,N,N,Grass,Ice,,Y,1,
Zebstrika,Land,Route 4,00078 Route 4,Any,013 - Charlotte,,x,,,,,Y,N,Y,Electric,,,,0,Y
Absol,Land,Route 4,00078 Route 4,"Day, Night",013 - Charlotte,,,,,,,N,N,N,Dark,,,Y,-,Y
Pawniard,Land,Route 4,00078 Route 4,"Day, Night",013 - Charlotte,,x,,,,,N,Y,Y,Dark,Steel,,Y,1,
Blitzle,Land,Route 4,00078 Route 4,"Morning, Day",013 - Charlotte,,o,,,,,N,Y,Y,Electric,,,Y,1,
Bronzor,Land,Route 4,00078 Route 4,"Morning, Day",013 - Charlotte,,,Metal Coat,,,Yes,N,N,N,Steel,Psychic,,Y,1,
Cottonee,Land,Route 4,00078 Route 4,"Morning, Day",013 - Charlotte,,o,Absorb Bulb,,,,N,Y,Y,Grass,Fairy,,Y,1,
Noctowl,Land,Route 4,00078 Route 4,Night,013 - Charlotte,,,,,,,N,N,N,Normal,Flying,,,0,Y
Phantump,Land,Route 4,00078 Route 4,Night,013 - Charlotte,,,,,,,N,N,N,Ghost,Grass,,Y,1,
Finneon,Old Rod,Route 4,00078 Route 4,Any,013 - Charlotte,,,,,,,N,N,N,Water,,,Y,1,
Goldeen,Old Rod,Route 4,00078 Route 4,Any,013 - Charlotte,,,Mystic Water,,,,N,N,N,Water,,,Y,1,
Munchlax,Event,Calcenon City,00079 Calcenon City,Any,013 - Charlotte,Trade Qwilfish Unique OT,x,,,,,Y,N,Y,Normal,,,Y,1,
Chinchou,Dive,Celestinine Mountain,00068 Celestinine Mountain,Any,014 - Terra,"1F, 2F, B1F, B2F, B3F",,Deep Sea Scale,,,,N,N,N,Water,Electric,,Y,1,
Clamperl,Dive,Celestinine Mountain,00068 Celestinine Mountain,Any,014 - Terra,"1F, 2F, B1F, B2F, B3F",x,Pearl,Big Pearl,,,N,Y,Y,Water,,,Y,1,
Lanturn,Dive,Celestinine Mountain,00068 Celestinine Mountain,Any,014 - Terra,"1F, 2F, B1F, B2F, B3F",x,Deep Sea Scale,,,,Y,N,Y,Water,Electric,,,0,Y
Relicanth,Dive,Celestinine Mountain,00068 Celestinine Mountain,Any,014 - Terra,"1F, 2F, B1F, B2F, B3F",x,Deep Sea Scale,,,,Y,N,Y,Water,Rock,,Y,-,Y
Chinchou,Dive,Ametrine Mountain,00073 Ametrine Mountain,Any,014 - Terra,"1F, 2F, B1F, B2F, B3F",,Deep Sea Scale,,,,N,N,N,Water,Electric,,Y,1,
Clamperl,Dive,Ametrine Mountain,00073 Ametrine Mountain,Any,014 - Terra,"1F, 2F, B1F, B2F, B3F",,Pearl,Big Pearl,,,N,N,N,Water,,,Y,1,
Lanturn,Dive,Ametrine Mountain,00073 Ametrine Mountain,Any,014 - Terra,"1F, 2F, B1F, B2F, B3F",,Deep Sea Scale,,,,N,N,N,Water,Electric,,,0,Y
Relicanth,Dive,Ametrine Mountain,00073 Ametrine Mountain,Any,014 - Terra,"1F, 2F, B1F, B2F, B3F",,Deep Sea Scale,,,,N,N,N,Water,Rock,,Y,-,Y
Link Stone,Evolution,Ametrine Mountain,00073 Ametrine Mountain,Any,014 - Terra,"B3F (Dive/Waterfall), Else Dept 9F",,,,,,Y,N,Y,,,,,,
Elekid,Event,Calcenon City,00079 Calcenon City,Any,014 - Terra,Give Electirizer to owner of the Elekid Unique OT,x,,,,,N,Y,Y,Electric,,,Y,2,
Magby,Event,Calcenon City,00079 Calcenon City,Any,014 - Terra,Give Teacher Magmarizer Unique OT,x,,,,,Y,N,Y,Fire,,,Y,2,
Riolu,Event,Ametrine City,00082 Ametrine City,Any,014 - Terra,House to the right of the old man before fighting Blake,x,,,,,Y,N,Y,Fighting,,Fighting Steel,Y,1,
Magmortar,Evolution,Ametrine City,00082 Ametrine City,Any,014 - Terra,"See Link Stone entires - After Blake, NPC gives 2nd Magmarizer, else Pre-Terra, else Dept 11F",,,,,,Y,N,Y,Fire,,,,0,Y
Alolan Vulpix,Land,Ametrine City,00082 Ametrine City,Any,014 - Terra,,x,,,,Yes,N,Y,Y,Ice,,Ice Fairy,Y,1,
Beartic,Land,Ametrine City,00082 Ametrine City,Any,014 - Terra,,,,,,,N,N,N,Ice,,,,0,Y
Bergmite,Land,Ametrine City,00082 Ametrine City,Any,014 - Terra,,,,,,,N,N,N,Ice,,,Y,1,
Drampa,Land,Ametrine City,00082 Ametrine City,Any,014 - Terra,,x,Persim Berry,,,,Y,N,Y,Normal,Dragon,,Y,-,Y
Furfrou,Land,Ametrine City,00082 Ametrine City,Any,014 - Terra,,,,,,,N,N,N,Normal,,,Y,-,Y
Piloswine,Land,Ametrine City,00082 Ametrine City,Any,014 - Terra,,,,,,,N,N,N,Ice,Ground,,,1,
Snover,Land,Ametrine City,00082 Ametrine City,Any,014 - Terra,,,Never Melt Ice,,,,N,N,N,Grass,Ice,,Y,1,
Vanillish,Land,Ametrine City,00082 Ametrine City,Any,014 - Terra,,o,Never Melt Ice,,,,Y,N,Y,Ice,,,,1,
